0,1343
1,1265
2,1224
3,1274
4,1383
5,1492
6,1550
7,1503
8,1442
9,1414
10,1465
11,1581
12,1676
13,1691
14,1625
15,1552
16,1539
17,1612
18,1726
19,1793
20,1772
21,1691
22,1638
23,1634
24,1731
25,1832
26,1871
27,1822
28,1733
29,1683
30,1720
31,1826
32,1912
33,1919
34,1848
35,1768
36,1740
37,1800
38,1902
39,1968
40,1952
41,1867
42,1790
43,1777
44,1879
45,1965
46,2011
47,1968
48,1877
49,1815
50,1836
51,1941
52,2017
53,2034
54,1974
55,1881
56,1846
57,1897
58,1996
59,2069
60,2057
61,1977
62,1891
63,1883
64,1954
65,2052
66,2100
67,2065
68,1977
69,1913
70,1927
71,2011
72,2106
73,2134
74,2080
75,1981
76,1937
77,1991
78,2073
79,2143
80,2160
81,2070
82,1985
83,1971
84,2034
85,2136
86,2192
87,2165
88,2076
89,2005
90,2008
91,2095
92,2187
93,2220
94,2167
95,2078
96,2027
97,2060
98,2154
99,2238
100,2245
101,2171
102,2084
103,2055
104,2113
105,2209
106,2278
107,2253
108,2177
109,2089
110,2088
111,2169
112,2269
113,2310
114,2264
115,2170
116,2101
117,2138
118,2222
119,2314
120,2329
121,2257
122,2169
123,2133
124,2182
125,2281
126,2351
127,2337
128,2253
129,2168
130,2156
131,2230
132,2328
133,2370
134,2332
135,2240
136,2174
137,2190
138,2274
139,2357
140,2386
141,2321
142,2223
143,2182
144,2221
145,2318
146,2391
147,2385
148,2313
149,2222
150,2230
151,2252
152,2351
153,2410
154,2368
155,2277
156,2209
157,2212
158,2290
159,2381
160,2410
161,2349
162,2256
163,2199
164,2228
165,2315
166,2400
167,2399
168,2316
169,2227
170,2195
171,2248
172,2351
173,2406
174,2364
175,2287
176,2201
177,2196
178,2271
179,2365
180,2404
181,2360
182,2237
183,2177
184,2195
185,2287
186,2368
187,2374
188,2298
189,2202
190,2155
191,2194
192,2300
193,2363
194,2343
195,2249
196,2163
197,2146
198,2203
199,2301
200,2341
201,2295
202,2189
203,2113
204,2144
205,2222
206,2299
207,2315
208,2243
209,2147
210,2096
211,2142
212,2235
213,2284
214,2278
215,2183
216,2098
217,2069
218,2129
219,2224
220,2271
221,2230
222,2135
223,2051
224,2051
225,2133
226,2218
227,2239
228,2178
229,2115
230,2014
231,2045
232,2133
233,2211
234,2200
235,2119
236,2022
237,1990
238,2041
239,2153
240,2188
241,2154
242,2059
243,1978
244,1961
245,2052
246,2134
247,2155
248,2109
249,2005
250,1934
251,1961
252,2048
253,2126
254,2132
255,2048
256,1960
257,1912
258,1955
259,2055
260,2115
261,2085
262,2018
263,1916
264,1893
265,1977
266,2062
267,2090
268,2055
269,1954
270,1876
271,1898
272,1982
273,2064
274,2080
275,2007
276,1908
277,1862
278,1905
279,1994
280,2078
281,2053
282,1966
283,1876
284,1855
285,1921
286,2015
287,2060
288,2033
289,1929
290,1851
291,1870
292,1946
293,2027
294,2076
295,1996
296,1894
297,1847
298,1883
299,1970
300,2055
301,2049
302,1966
303,1890
304,1854
305,1905
306,2021
307,2066
308,2032
309,1956
310,1871
311,1866
312,1960
313,2042
314,2070
315,2032
316,1929
317,1864
318,1903
319,1994
320,2072
321,2084
322,2011
323,1914
324,1884
325,1941
326,2031
327,2111
328,2086
329,1991
330,1931
331,1915
332,1983
333,2092
334,2132
335,2076
336,1996
337,1930
338,1944
339,2048
340,2134
341,2143
342,2080
343,1989
344,1948
345,2002
346,2094
347,2167
348,2157
349,2072
350,2005
351,1984
352,2046
353,2158
354,2205
355,2162
356,2081
357,2011
358,2016
359,2106
360,2203
361,2226
362,2167
363,2074
364,2033
365,2071
366,2160
367,2244
368,2246
369,2163
370,2092
371,2062
372,2115
373,2232
374,2283
375,2250
376,2167
377,2096
378,2099
379,2183
380,2275
381,2307
382,2260
383,2160
384,2106
385,2145
386,2233
387,2322
388,2325
389,2249
390,2168
391,2131
392,2182
393,2276
394,2353
395,2324
396,2252
397,2168
398,2156
399,2243
400,2335
401,2371
402,2326
403,2232
404,2178
405,2189
406,2279
407,2382
408,2383
409,2309
410,2232
411,2184
